NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
93;1;3;1:42.307;0;;26.849;2;43.000;2;32.458;0;130.2;5:25.417;08:50:25.417;0:26.849;0:43.000;0:32.458;184.3;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;26.849;43.000;32.458;16.982;16.982;9.867;26.849;30.209;57.058;12.791;1:09.849;11.411;1:21.260;21.047;1:42.307;
93;1;4;1:39.420;2;;27.034;0;43.167;0;29.219;0;134.0;7:04.837;08:52:04.837;0:27.034;0:43.167;0:29.219;183.1;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;27.034;43.167;29.219;17.188;17.188;9.846;27.034;30.341;57.375;12.826;1:10.201;11.363;1:21.564;17.856;1:39.420;
93;1;5;1:39.481;0;;27.114;0;43.221;0;29.146;2;133.9;8:44.318;08:53:44.318;0:27.114;0:43.221;0:29.146;183.1;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;27.114;43.221;29.146;17.281;17.281;9.833;27.114;30.420;57.534;12.801;1:10.335;11.361;1:21.696;17.785;1:39.481;
93;1;6;1:39.773;0;;27.098;0;43.305;0;29.370;0;133.6;10:24.091;08:55:24.091;0:27.098;0:43.305;0:29.370;182.1;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;27.098;43.305;29.370;17.266;17.266;9.832;27.098;30.433;57.531;12.872;1:10.403;11.376;1:21.779;17.994;1:39.773;
93;1;7;1:40.546;0;;27.269;0;43.158;0;30.119;0;132.5;12:04.637;08:57:04.637;0:27.269;0:43.158;0:30.119;183.1;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;27.269;43.158;30.119;17.365;17.365;9.904;27.269;30.322;57.591;12.836;1:10.427;11.914;1:22.341;18.205;1:40.546;
93;1;8;1:39.851;0;;27.091;0;43.447;0;29.313;0;133.5;13:44.488;08:58:44.488;0:27.091;0:43.447;0:29.313;182.1;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;27.091;43.447;29.313;17.124;17.124;9.967;27.091;30.581;57.672;12.866;1:10.538;11.477;1:22.015;17.836;1:39.851;
93;1;9;2:51.498;0;B;27.529;0;44.376;0;1:39.593;0;77.7;16:35.986;09:01:35.986;0:27.529;0:44.376;1:39.593;178.2;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;27.529;44.376;99.593;17.388;17.388;10.141;27.529;31.127;58.656;13.249;1:11.905;11.560;1:23.465;1:28.033;2:51.498;
98;1;1;2:46.013;0;;1:29.573;0;47.705;0;28.735;0;80.3;2:46.013;08:47:46.013;1:29.573;0:47.705;0:28.735;175.0;Max Schweid;0:01:01.597;Am;;TechSport;Toyota Gazoo Racing;GF;89.573;47.705;28.735;1:18.909;1:18.909;10.664;1:29.573;33.354;2:02.927;14.351;2:17.278;10.870;2:28.148;17.865;2:46.013;
98;1;2;1:37.676;0;;26.610;0;42.565;0;28.501;0;136.4;4:23.689;08:49:23.689;0:26.610;0:42.565;0:28.501;184.3;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.610;42.565;28.501;16.887;16.887;9.723;26.610;29.842;56.452;12.723;1:09.175;10.802;1:19.977;17.699;1:37.676;
98;1;3;1:37.413;0;;26.591;0;42.376;0;28.446;0;136.8;6:01.102;08:51:01.102;0:26.591;0:42.376;0:28.446;184.3;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.591;42.376;28.446;16.833;16.833;9.758;26.591;29.654;56.245;12.722;1:08.967;10.761;1:19.728;17.685;1:37.413;
98;1;4;1:37.337;0;;26.586;0;42.313;2;28.438;0;136.9;7:38.439;08:52:38.439;0:26.586;0:42.313;0:28.438;185.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.586;42.313;28.438;16.832;16.832;9.754;26.586;29.620;56.206;12.693;1:08.899;10.714;1:19.613;17.724;1:37.337;
98;1;5;1:37.235;2;;26.465;2;42.365;0;28.405;2;137.0;9:15.674;08:54:15.674;0:26.465;0:42.365;0:28.405;185.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.465;42.365;28.405;16.781;16.781;9.684;26.465;29.677;56.142;12.688;1:08.830;10.657;1:19.487;17.748;1:37.235;
98;1;6;1:38.151;0;;26.508;0;42.319;0;29.324;0;135.8;10:53.825;08:55:53.825;0:26.508;0:42.319;0:29.324;187.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.508;42.319;29.324;16.780;16.780;9.728;26.508;29.688;56.196;12.631;1:08.827;10.701;1:19.528;18.623;1:38.151;
98;1;7;1:39.260;0;;26.566;0;44.031;0;28.663;0;134.2;12:33.085;08:57:33.085;0:26.566;0:44.031;0:28.663;180.0;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.566;44.031;28.663;16.807;16.807;9.759;26.566;29.733;56.299;14.298;1:10.597;10.900;1:21.497;17.763;1:39.260;
98;1;8;1:37.569;0;;26.535;0;42.482;0;28.552;0;136.6;14:10.654;08:59:10.654;0:26.535;0:42.482;0:28.552;185.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;26.535;42.482;28.552;16.789;16.789;9.746;26.535;29.795;56.330;12.687;1:09.017;10.767;1:19.784;17.785;1:37.569;
98;1;9;2:04.692;0;B;26.594;0;44.775;0;53.323;0;106.9;16:15.346;09:01:15.346;0:26.594;0:44.775;0:53.323;181.2;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;FF;26.594;44.775;53.323;16.812;16.812;9.782;26.594;29.993;56.587;14.782;1:11.369;11.997;1:23.366;41.326;2:04.692;
