NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
5;1;1;1:55.775;0;;42.235;0;44.229;0;29.311;0;115.1;1:55.775;08:46:55.775;0:42.235;0:44.229;0:29.311;182.1;Beltre Curtis;0:00:15.127;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;42.235;44.229;29.311;32.040;32.040;10.195;42.235;31.291;1:13.526;12.938;1:26.464;11.274;1:37.738;18.037;1:55.775;
5;1;2;1:38.613;0;;26.857;0;42.906;0;28.850;0;135.1;3:34.388;08:48:34.388;0:26.857;0:42.906;0:28.850;183.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.857;42.906;28.850;17.034;17.034;9.823;26.857;30.123;56.980;12.783;1:09.763;11.203;1:20.966;17.647;1:38.613;
5;1;3;1:38.407;0;;26.728;0;42.644;2;29.035;0;135.4;5:12.795;08:50:12.795;0:26.728;0:42.644;0:29.035;184.3;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.728;42.644;29.035;16.907;16.907;9.821;26.728;29.922;56.650;12.722;1:09.372;11.196;1:20.568;17.839;1:38.407;
5;1;4;1:39.458;0;;27.335;0;43.060;0;29.063;0;134.0;6:52.253;08:51:52.253;0:27.335;0:43.060;0:29.063;184.3;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.335;43.060;29.063;17.537;17.537;9.798;27.335;30.292;57.627;12.768;1:10.395;10.996;1:21.391;18.067;1:39.458;
5;1;5;1:38.336;2;;26.732;0;42.773;0;28.831;2;135.5;8:30.589;08:53:30.589;0:26.732;0:42.773;0:28.831;184.3;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.732;42.773;28.831;17.042;17.042;9.690;26.732;30.029;56.761;12.744;1:09.505;10.956;1:20.461;17.875;1:38.336;
5;1;6;1:42.325;0;;27.223;0;46.074;0;29.028;0;130.2;10:12.914;08:55:12.914;0:27.223;0:46.074;0:29.028;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.223;46.074;29.028;17.429;17.429;9.794;27.223;30.769;57.992;15.305;1:13.297;11.154;1:24.451;17.874;1:42.325;
5;1;7;1:39.407;0;;26.662;2;42.957;0;29.788;0;134.0;11:52.321;08:56:52.321;0:26.662;0:42.957;0:29.788;184.3;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.662;42.957;29.788;17.011;17.011;9.651;26.662;30.182;56.844;12.775;1:09.619;11.581;1:21.200;18.207;1:39.407;
5;1;8;1:40.484;0;;26.934;0;44.105;0;29.445;0;132.6;13:32.805;08:58:32.805;0:26.934;0:44.105;0:29.445;180.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.934;44.105;29.445;17.125;17.125;9.809;26.934;31.016;57.950;13.089;1:11.039;11.352;1:22.391;18.093;1:40.484;
5;1;9;1:38.671;0;;26.673;0;42.895;0;29.103;0;135.0;15:11.476;09:00:11.476;0:26.673;0:42.895;0:29.103;183.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;26.673;42.895;29.103;16.899;16.899;9.774;26.673;30.136;56.809;12.759;1:09.568;11.115;1:20.683;17.988;1:38.671;
51;1;1;1:52.718;0;;38.672;0;43.830;0;30.216;0;118.2;1:52.718;08:46:52.718;0:38.672;0:43.830;0:30.216;182.1;Massimo Sunseri;0:00:11.636;Am;;BSI Racing;Toyota Gazoo Racing;GF;38.672;43.830;30.216;28.470;28.470;10.202;38.672;30.921;1:09.593;12.909;1:22.502;11.658;1:34.160;18.558;1:52.718;
51;1;2;1:39.113;0;;26.864;0;43.557;0;28.692;2;134.4;3:31.831;08:48:31.831;0:26.864;0:43.557;0:28.692;184.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.864;43.557;28.692;17.046;17.046;9.818;26.864;30.797;57.661;12.760;1:10.421;10.903;1:21.324;17.789;1:39.113;
51;1;3;1:38.692;2;;26.847;2;42.922;0;28.923;0;135.0;5:10.523;08:50:10.523;0:26.847;0:42.922;0:28.923;183.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.847;42.922;28.923;16.959;16.959;9.888;26.847;30.089;56.936;12.833;1:09.769;11.046;1:20.815;17.877;1:38.692;
51;1;4;1:38.961;0;;26.948;0;42.813;2;29.200;0;134.7;6:49.484;08:51:49.484;0:26.948;0:42.813;0:29.200;183.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.948;42.813;29.200;17.045;17.045;9.903;26.948;29.970;56.918;12.843;1:09.761;11.115;1:20.876;18.085;1:38.961;
51;1;5;1:39.079;0;;26.917;0;43.119;0;29.043;0;134.5;8:28.563;08:53:28.563;0:26.917;0:43.119;0:29.043;179.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.917;43.119;29.043;17.052;17.052;9.865;26.917;30.179;57.096;12.940;1:10.036;11.152;1:21.188;17.891;1:39.079;
51;1;6;1:39.261;0;;27.014;0;43.124;0;29.123;0;134.2;10:07.824;08:55:07.824;0:27.014;0:43.124;0:29.123;182.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.014;43.124;29.123;17.145;17.145;9.869;27.014;30.228;57.242;12.896;1:10.138;11.023;1:21.161;18.100;1:39.261;
51;1;7;1:38.732;0;;26.952;0;43.047;0;28.733;0;135.0;11:46.556;08:56:46.556;0:26.952;0:43.047;0:28.733;183.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.952;43.047;28.733;17.172;17.172;9.780;26.952;30.168;57.120;12.879;1:09.999;10.999;1:20.998;17.734;1:38.732;
51;1;8;1:39.003;0;;26.848;0;43.192;0;28.963;0;134.6;13:25.559;08:58:25.559;0:26.848;0:43.192;0:28.963;182.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.848;43.192;28.963;17.052;17.052;9.796;26.848;30.276;57.124;12.916;1:10.040;11.043;1:21.083;17.920;1:39.003;
51;1;9;1:38.934;0;;26.965;0;43.250;0;28.719;0;134.7;15:04.493;09:00:04.493;0:26.965;0:43.250;0:28.719;181.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;FF;26.965;43.250;28.719;17.065;17.065;9.900;26.965;30.304;57.269;12.946;1:10.215;10.931;1:21.146;17.788;1:38.934;
55;1;1;2:40.111;0;;1:25.349;0;45.007;0;29.755;0;83.2;2:40.111;08:47:40.111;1:25.349;0:45.007;0:29.755;176.2;Spike Kohlbecker;0:00:58.023;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;85.349;45.007;29.755;1:15.013;1:15.013;10.336;1:25.349;31.878;1:57.227;13.129;2:10.356;11.534;2:21.890;18.221;2:40.111;
55;1;2;1:37.720;0;;26.676;0;42.375;0;28.669;0;136.4;4:17.831;08:49:17.831;0:26.676;0:42.375;0:28.669;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.676;42.375;28.669;16.935;16.935;9.741;26.676;29.710;56.386;12.665;1:09.051;10.843;1:19.894;17.826;1:37.720;
55;1;3;1:40.163;0;;27.100;0;43.480;0;29.583;0;133.0;5:57.994;08:50:57.994;0:27.100;0:43.480;0:29.583;178.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;27.100;43.480;29.583;17.198;17.198;9.902;27.100;30.405;57.505;13.075;1:10.580;11.382;1:21.962;18.201;1:40.163;
55;1;4;1:37.455;2;;26.683;0;42.300;0;28.472;0;136.7;7:35.449;08:52:35.449;0:26.683;0:42.300;0:28.472;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.683;42.300;28.472;16.912;16.912;9.771;26.683;29.607;56.290;12.693;1:08.983;10.822;1:19.805;17.650;1:37.455;
55;1;5;1:37.608;0;;26.652;2;42.404;0;28.552;0;136.5;9:13.057;08:54:13.057;0:26.652;0:42.404;0:28.552;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.652;42.404;28.552;16.882;16.882;9.770;26.652;29.685;56.337;12.719;1:09.056;10.797;1:19.853;17.755;1:37.608;
55;1;6;1:37.731;0;;26.748;0;42.514;0;28.469;2;136.3;10:50.788;08:55:50.788;0:26.748;0:42.514;0:28.469;184.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.748;42.514;28.469;16.969;16.969;9.779;26.748;29.781;56.529;12.733;1:09.262;10.790;1:20.052;17.679;1:37.731;
55;1;7;1:39.038;0;;26.743;0;43.111;0;29.184;0;134.5;12:29.826;08:57:29.826;0:26.743;0:43.111;0:29.184;178.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.743;43.111;29.184;16.954;16.954;9.789;26.743;29.753;56.496;13.358;1:09.854;11.332;1:21.186;17.852;1:39.038;
55;1;8;1:38.663;0;;26.678;0;42.279;2;29.706;0;135.1;14:08.489;08:59:08.489;0:26.678;0:42.279;0:29.706;185.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.678;42.279;29.706;16.930;16.930;9.748;26.678;29.633;56.311;12.646;1:08.957;10.896;1:19.853;18.810;1:38.663;
55;1;9;1:37.701;0;;26.688;0;42.407;0;28.606;0;136.4;15:46.190;09:00:46.190;0:26.688;0:42.407;0:28.606;184.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;26.688;42.407;28.606;16.900;16.900;9.788;26.688;29.708;56.396;12.699;1:09.095;10.882;1:19.977;17.724;1:37.701;
58;1;1;2:05.563;0;;47.008;0;46.719;0;31.836;0;106.1;2:05.563;08:47:05.563;0:47.008;0:46.719;0:31.836;164.1;Liam Harrison;0:00:18.315;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;47.008;46.719;31.836;36.202;36.202;10.806;47.008;32.685;1:19.693;14.034;1:33.727;12.426;1:46.153;19.410;2:05.563;
58;1;2;1:42.241;0;;28.672;0;44.310;0;29.259;0;130.3;3:47.804;08:48:47.804;0:28.672;0:44.310;0:29.259;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;28.672;44.310;29.259;18.288;18.288;10.384;28.672;31.430;1:00.102;12.880;1:12.982;11.060;1:24.042;18.199;1:42.241;
58;1;3;1:39.863;2;;27.449;0;43.431;2;28.983;0;133.4;5:27.667;08:50:27.667;0:27.449;0:43.431;0:28.983;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.449;43.431;28.983;17.612;17.612;9.837;27.449;30.537;57.986;12.894;1:10.880;10.768;1:21.648;18.215;1:39.863;
58;1;4;1:40.224;0;;27.113;2;43.851;0;29.260;0;133.0;7:07.891;08:52:07.891;0:27.113;0:43.851;0:29.260;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.113;43.851;29.260;17.249;17.249;9.864;27.113;30.919;58.032;12.932;1:10.964;10.955;1:21.919;18.305;1:40.224;
58;1;5;1:39.959;0;;27.166;0;43.506;0;29.287;0;133.3;8:47.850;08:53:47.850;0:27.166;0:43.506;0:29.287;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.166;43.506;29.287;17.326;17.326;9.840;27.166;30.572;57.738;12.934;1:10.672;11.083;1:21.755;18.204;1:39.959;
58;1;6;1:39.923;0;;27.146;0;43.659;0;29.118;0;133.4;10:27.773;08:55:27.773;0:27.146;0:43.659;0:29.118;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.146;43.659;29.118;17.410;17.410;9.736;27.146;30.769;57.915;12.890;1:10.805;10.871;1:21.676;18.247;1:39.923;
58;1;7;1:39.984;0;;27.330;0;43.474;0;29.180;0;133.3;12:07.757;08:57:07.757;0:27.330;0:43.474;0:29.180;181.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.330;43.474;29.180;17.510;17.510;9.820;27.330;30.604;57.934;12.870;1:10.804;10.861;1:21.665;18.319;1:39.984;
58;1;8;1:40.173;0;;27.681;0;43.578;0;28.914;2;133.0;13:47.930;08:58:47.930;0:27.681;0:43.578;0:28.914;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.681;43.578;28.914;17.574;17.574;10.107;27.681;30.670;58.351;12.908;1:11.259;10.871;1:22.130;18.043;1:40.173;
58;1;9;1:40.105;0;;27.265;0;43.601;0;29.239;0;133.1;15:28.035;09:00:28.035;0:27.265;0:43.601;0:29.239;180.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;27.265;43.601;29.239;17.349;17.349;9.916;27.265;30.585;57.850;13.016;1:10.866;11.156;1:22.022;18.083;1:40.105;
7;1;1;1:53.034;0;;39.871;0;43.753;0;29.410;0;117.9;1:53.034;08:46:53.034;0:39.871;0:43.753;0:29.410;181.2;Jaxon Bell;0:00:13.123;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;39.871;43.753;29.410;29.857;29.857;10.014;39.871;30.852;1:10.723;12.901;1:23.624;11.152;1:34.776;18.258;1:53.034;
7;1;2;1:38.209;0;;26.761;0;42.781;0;28.667;0;135.7;3:31.243;08:48:31.243;0:26.761;0:42.781;0:28.667;184.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.761;42.781;28.667;16.993;16.993;9.768;26.761;30.046;56.807;12.735;1:09.542;10.856;1:20.398;17.811;1:38.209;
7;1;3;1:37.674;2;;26.733;0;42.487;0;28.454;2;136.4;5:08.917;08:50:08.917;0:26.733;0:42.487;0:28.454;184.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.733;42.487;28.454;16.870;16.870;9.863;26.733;29.744;56.477;12.743;1:09.220;10.802;1:20.022;17.652;1:37.674;
7;1;4;1:41.175;0;;26.651;2;43.085;0;31.439;0;131.7;6:50.092;08:51:50.092;0:26.651;0:43.085;0:31.439;178.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.651;43.085;31.439;16.872;16.872;9.779;26.651;30.082;56.733;13.003;1:09.736;11.502;1:21.238;19.937;1:41.175;
7;1;5;1:45.453;0;;28.013;0;48.722;0;28.718;0;126.4;8:35.545;08:53:35.545;0:28.013;0:48.722;0:28.718;183.1;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;28.013;48.722;28.718;17.922;17.922;10.091;28.013;35.933;1:03.946;12.789;1:16.735;10.863;1:27.598;17.855;1:45.453;
7;1;6;1:38.319;0;;26.660;0;42.478;0;29.181;0;135.5;10:13.864;08:55:13.864;0:26.660;0:42.478;0:29.181;185.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.660;42.478;29.181;16.934;16.934;9.726;26.660;29.823;56.483;12.655;1:09.138;10.835;1:19.973;18.346;1:38.319;
7;1;7;1:40.454;0;;26.888;0;42.497;0;31.069;0;132.7;11:54.318;08:56:54.318;0:26.888;0:42.497;0:31.069;185.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.888;42.497;31.069;17.084;17.084;9.804;26.888;29.787;56.675;12.710;1:09.385;11.287;1:20.672;19.782;1:40.454;
7;1;8;1:39.332;0;;26.777;0;42.619;0;29.936;0;134.1;13:33.650;08:58:33.650;0:26.777;0:42.619;0:29.936;181.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.777;42.619;29.936;16.961;16.961;9.816;26.777;29.855;56.632;12.764;1:09.396;11.308;1:20.704;18.628;1:39.332;
7;1;9;1:38.404;0;;26.668;0;42.430;2;29.306;0;135.4;15:12.054;09:00:12.054;0:26.668;0:42.430;0:29.306;184.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;26.668;42.430;29.306;16.859;16.859;9.809;26.668;29.682;56.350;12.748;1:09.098;11.130;1:20.228;18.176;1:38.404;
72;1;1;2:04.543;0;;49.812;0;43.535;0;31.196;0;107.0;2:04.543;08:47:04.543;0:49.812;0:43.535;0:31.196;178.2;Ethan Goulart;0:00:22.903;Am;;TechSport;Toyota Gazoo Racing;GF;49.812;43.535;31.196;39.615;39.615;10.197;49.812;30.526;1:20.338;13.009;1:33.347;12.228;1:45.575;18.968;2:04.543;
72;1;2;1:37.916;0;;26.682;0;42.406;0;28.828;0;136.1;3:42.459;08:48:42.459;0:26.682;0:42.406;0:28.828;184.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.682;42.406;28.828;16.874;16.874;9.808;26.682;29.738;56.420;12.668;1:09.088;10.755;1:19.843;18.073;1:37.916;
72;1;3;1:37.249;0;;26.639;0;42.278;0;28.332;2;137.0;5:19.708;08:50:19.708;0:26.639;0:42.278;0:28.332;184.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.639;42.278;28.332;16.835;16.835;9.804;26.639;29.592;56.231;12.686;1:08.917;10.698;1:19.615;17.634;1:37.249;
72;1;4;1:37.112;2;;26.517;0;42.199;2;28.396;0;137.2;6:56.820;08:51:56.820;0:26.517;0:42.199;0:28.396;184.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.517;42.199;28.396;16.748;16.748;9.769;26.517;29.541;56.058;12.658;1:08.716;10.740;1:19.456;17.656;1:37.112;
72;1;5;1:37.112;0;;26.470;0;42.204;0;28.438;0;137.2;8:33.932;08:53:33.932;0:26.470;0:42.204;0:28.438;184.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.470;42.204;28.438;16.664;16.664;9.806;26.470;29.547;56.017;12.657;1:08.674;10.746;1:19.420;17.692;1:37.112;
72;1;6;1:38.549;0;;26.425;3;42.888;0;29.236;0;135.2;10:12.481;08:55:12.481;0:26.425;0:42.888;0:29.236;180.0;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.425;42.888;29.236;16.708;16.708;9.717;26.425;29.712;56.137;13.176;1:09.313;10.945;1:20.258;18.291;1:38.549;
72;1;7;1:37.479;0;;26.559;0;42.399;0;28.521;0;136.7;11:49.960;08:56:49.960;0:26.559;0:42.399;0:28.521;185.2;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.559;42.399;28.521;16.809;16.809;9.750;26.559;29.673;56.232;12.726;1:08.958;10.716;1:19.674;17.805;1:37.479;
72;1;8;1:37.713;0;;26.428;0;42.451;0;28.834;0;136.4;13:27.673;08:58:27.673;0:26.428;0:42.451;0:28.834;184.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;26.428;42.451;28.834;16.674;16.674;9.754;26.428;29.791;56.219;12.660;1:08.879;10.838;1:19.717;17.996;1:37.713;
72;1;9;1:41.197;0;;26.504;0;43.396;0;31.297;0;131.7;15:08.870;09:00:08.870;0:26.504;0:43.396;0:31.297;180.0;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;FF;26.504;43.396;31.297;16.726;16.726;9.778;26.504;29.995;56.499;13.401;1:09.900;11.428;1:21.328;19.869;1:41.197;
80;1;1;2:09.984;0;;54.518;0;45.747;0;29.719;0;102.5;2:09.984;08:47:09.984;0:54.518;0:45.747;0:29.719;176.2;Paityn Feyen;0:00:27.139;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;54.518;45.747;29.719;44.310;44.310;10.208;54.518;32.328;1:26.846;13.419;1:40.265;11.542;1:51.807;18.177;2:09.984;
80;1;2;1:41.115;0;;27.400;0;43.408;0;30.307;0;131.8;3:51.099;08:48:51.099;0:27.400;0:43.408;0:30.307;181.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.400;43.408;30.307;17.421;17.421;9.979;27.400;30.480;57.880;12.928;1:10.808;11.697;1:22.505;18.610;1:41.115;
80;1;3;1:39.961;0;;27.396;0;43.263;0;29.302;0;133.3;5:31.060;08:50:31.060;0:27.396;0:43.263;0:29.302;181.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.396;43.263;29.302;17.491;17.491;9.905;27.396;30.333;57.729;12.930;1:10.659;11.176;1:21.835;18.126;1:39.961;
80;1;4;1:39.756;0;;27.123;0;43.386;0;29.247;0;133.6;7:10.816;08:52:10.816;0:27.123;0:43.386;0:29.247;182.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.123;43.386;29.247;17.202;17.202;9.921;27.123;30.501;57.624;12.885;1:10.509;11.172;1:21.681;18.075;1:39.756;
80;1;5;1:39.598;0;;27.041;2;43.056;2;29.501;0;133.8;8:50.414;08:53:50.414;0:27.041;0:43.056;0:29.501;182.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.041;43.056;29.501;17.236;17.236;9.805;27.041;30.193;57.234;12.863;1:10.097;11.153;1:21.250;18.348;1:39.598;
80;1;6;1:39.527;2;;27.095;0;43.379;0;29.053;0;133.9;10:29.941;08:55:29.941;0:27.095;0:43.379;0:29.053;182.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.095;43.379;29.053;17.280;17.280;9.815;27.095;30.507;57.602;12.872;1:10.474;11.045;1:21.519;18.008;1:39.527;
80;1;7;1:40.034;0;;27.465;0;43.255;0;29.314;0;133.2;12:09.975;08:57:09.975;0:27.465;0:43.255;0:29.314;182.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.465;43.255;29.314;17.619;17.619;9.846;27.465;30.386;57.851;12.869;1:10.720;11.361;1:22.081;17.953;1:40.034;
80;1;8;1:39.856;0;;27.205;0;43.392;0;29.259;0;133.4;13:49.831;08:58:49.831;0:27.205;0:43.392;0:29.259;182.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.205;43.392;29.259;17.291;17.291;9.914;27.205;30.504;57.709;12.888;1:10.597;11.296;1:21.893;17.963;1:39.856;
80;1;9;1:39.590;0;;27.473;0;43.305;0;28.812;2;133.8;15:29.421;09:00:29.421;0:27.473;0:43.305;0:28.812;182.1;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;27.473;43.305;28.812;17.437;17.437;10.036;27.473;30.420;57.893;12.885;1:10.778;10.910;1:21.688;17.902;1:39.590;
88;1;1;1:57.218;0;;42.902;0;44.540;0;29.776;0;113.7;1:57.218;08:46:57.218;0:42.902;0:44.540;0:29.776;181.2;Max Stallone;0:00:16.050;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;42.902;44.540;29.776;32.624;32.624;10.278;42.902;31.610;1:14.512;12.930;1:27.442;11.309;1:38.751;18.467;1:57.218;
88;1;2;1:38.664;0;;26.901;0;42.905;0;28.858;0;135.1;3:35.882;08:48:35.882;0:26.901;0:42.905;0:28.858;182.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.901;42.905;28.858;17.000;17.000;9.901;26.901;30.075;56.976;12.830;1:09.806;11.005;1:20.811;17.853;1:38.664;
88;1;3;1:38.317;0;;26.816;0;42.810;0;28.691;0;135.5;5:14.199;08:50:14.199;0:26.816;0:42.810;0:28.691;183.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.816;42.810;28.691;16.952;16.952;9.864;26.816;29.986;56.802;12.824;1:09.626;10.837;1:20.463;17.854;1:38.317;
88;1;4;1:38.290;0;;26.963;0;42.723;0;28.604;2;135.6;6:52.489;08:51:52.489;0:26.963;0:42.723;0:28.604;184.3;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.963;42.723;28.604;17.127;17.127;9.836;26.963;29.966;56.929;12.757;1:09.686;10.797;1:20.483;17.807;1:38.290;
88;1;5;1:39.335;0;;26.946;0;43.402;0;28.987;0;134.1;8:31.824;08:53:31.824;0:26.946;0:43.402;0:28.987;182.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.946;43.402;28.987;16.982;16.982;9.964;26.946;30.571;57.517;12.831;1:10.348;10.895;1:21.243;18.092;1:39.335;
88;1;6;1:38.287;0;;26.816;0;42.775;0;28.696;0;135.6;10:10.111;08:55:10.111;0:26.816;0:42.775;0:28.696;183.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.816;42.775;28.696;16.951;16.951;9.865;26.816;29.970;56.786;12.805;1:09.591;10.806;1:20.397;17.890;1:38.287;
88;1;7;1:38.222;2;;26.827;0;42.572;2;28.823;0;135.7;11:48.333;08:56:48.333;0:26.827;0:42.572;0:28.823;184.3;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.827;42.572;28.823;17.036;17.036;9.791;26.827;29.866;56.693;12.706;1:09.399;10.937;1:20.336;17.886;1:38.222;
88;1;8;1:38.406;0;;26.842;0;42.683;0;28.881;0;135.4;13:26.739;08:58:26.739;0:26.842;0:42.683;0:28.881;183.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;26.842;42.683;28.881;17.059;17.059;9.783;26.842;29.923;56.765;12.760;1:09.525;10.849;1:20.374;18.032;1:38.406;
88;1;9;1:38.630;0;;26.797;2;42.772;0;29.061;0;135.1;15:05.369;09:00:05.369;0:26.797;0:42.772;0:29.061;183.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;FF;26.797;42.772;29.061;16.990;16.990;9.807;26.797;29.937;56.734;12.835;1:09.569;10.837;1:20.406;18.224;1:38.630;
93;1;1;1:59.035;0;;44.858;0;44.469;0;29.708;0;111.9;1:59.035;08:46:59.035;0:44.858;0:44.469;0:29.708;181.2;Patrick Brunson;0:00:17.456;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;44.858;44.469;29.708;34.422;34.422;10.436;44.858;31.491;1:16.349;12.978;1:29.327;11.688;1:41.015;18.020;1:59.035;
93;1;2;1:44.075;0;;28.830;0;43.515;0;31.730;0;128.0;3:43.110;08:48:43.110;0:28.830;0:43.515;0:31.730;181.2;Patrick Brunson;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;28.830;43.515;31.730;17.706;17.706;11.124;28.830;30.578;59.408;12.937;1:12.345;11.364;1:23.709;20.366;1:44.075;
