NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
5;1;10;1:40.328;0;;27.259;0;43.487;0;29.582;0;132.8;17:06.660;17:47:06.660;0:27.259;0:43.487;0:29.582;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.259;43.487;29.582;17.260;17.260;9.999;27.259;30.453;57.712;13.034;1:10.746;11.521;1:22.267;18.061;1:40.328;
5;1;11;1:41.199;0;;27.801;0;43.691;0;29.707;0;131.7;18:47.859;17:48:47.859;0:27.801;0:43.691;0:29.707;180.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.801;43.691;29.707;17.542;17.542;10.259;27.801;30.690;58.491;13.001;1:11.492;11.690;1:23.182;18.017;1:41.199;
5;1;12;1:40.317;0;;27.276;0;43.856;0;29.185;0;132.8;20:28.176;17:50:28.176;0:27.276;0:43.856;0:29.185;180.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.276;43.856;29.185;17.315;17.315;9.961;27.276;30.788;58.064;13.068;1:11.132;11.258;1:22.390;17.927;1:40.317;
5;1;13;1:40.029;0;;27.344;0;43.543;0;29.142;2;133.2;22:08.205;17:52:08.205;0:27.344;0:43.543;0:29.142;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.344;43.543;29.142;17.300;17.300;10.044;27.344;30.577;57.921;12.966;1:10.887;11.162;1:22.049;17.980;1:40.029;
5;1;14;1:40.877;0;;27.793;0;43.437;0;29.647;0;132.1;23:49.082;17:53:49.082;0:27.793;0:43.437;0:29.647;180.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.793;43.437;29.647;17.868;17.868;9.925;27.793;30.436;58.229;13.001;1:11.230;11.571;1:22.801;18.076;1:40.877;
5;1;15;1:40.162;0;;27.124;0;43.296;0;29.742;0;133.0;25:29.244;17:55:29.244;0:27.124;0:43.296;0:29.742;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.124;43.296;29.742;17.154;17.154;9.970;27.124;30.356;57.480;12.940;1:10.420;11.485;1:21.905;18.257;1:40.162;
5;1;16;1:41.119;0;;27.603;0;43.793;0;29.723;0;131.8;27:10.363;17:57:10.363;0:27.603;0:43.793;0:29.723;178.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.603;43.793;29.723;17.517;17.517;10.086;27.603;30.707;58.310;13.086;1:11.396;11.649;1:23.045;18.074;1:41.119;
5;1;17;1:40.424;0;;27.250;0;43.710;0;29.464;0;132.7;28:50.787;17:58:50.787;0:27.250;0:43.710;0:29.464;179.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.250;43.710;29.464;17.143;17.143;10.107;27.250;30.654;57.904;13.056;1:10.960;11.405;1:22.365;18.059;1:40.424;
5;1;18;1:40.265;0;;27.153;0;43.562;0;29.550;0;132.9;30:31.052;18:00:31.052;0:27.153;0:43.562;0:29.550;180.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;27.153;43.562;29.550;17.144;17.144;10.009;27.153;30.521;57.674;13.041;1:10.715;11.436;1:22.151;18.114;1:40.265;
51;1;1;1:51.201;0;;38.427;0;43.673;0;29.101;0;119.8;1:51.201;17:31:51.201;0:38.427;0:43.673;0:29.101;178.2;Massimo Sunseri;0:00:11.742;Am;;BSI Racing;Toyota Gazoo Racing;GF;38.427;43.673;29.101;28.160;28.160;10.267;38.427;30.579;1:09.006;13.094;1:22.100;11.228;1:33.328;17.873;1:51.201;
51;1;2;1:39.800;0;;27.078;0;43.427;0;29.295;0;133.5;3:31.001;17:33:31.001;0:27.078;0:43.427;0:29.295;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.078;43.427;29.295;17.070;17.070;10.008;27.078;30.366;57.444;13.061;1:10.505;11.267;1:21.772;18.028;1:39.800;
51;1;3;1:40.103;0;;27.370;0;43.478;0;29.255;0;133.1;5:11.104;17:35:11.104;0:27.370;0:43.478;0:29.255;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.370;43.478;29.255;17.262;17.262;10.108;27.370;30.410;57.780;13.068;1:10.848;11.273;1:22.121;17.982;1:40.103;
51;1;4;1:39.888;0;;27.249;0;43.385;0;29.254;0;133.4;6:50.992;17:36:50.992;0:27.249;0:43.385;0:29.254;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.249;43.385;29.254;17.241;17.241;10.008;27.249;30.317;57.566;13.068;1:10.634;11.164;1:21.798;18.090;1:39.888;
51;1;5;1:40.133;0;;27.312;0;43.392;0;29.429;0;133.1;8:31.125;17:38:31.125;0:27.312;0:43.392;0:29.429;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.312;43.392;29.429;17.244;17.244;10.068;27.312;30.301;57.613;13.091;1:10.704;11.217;1:21.921;18.212;1:40.133;
51;1;6;1:40.085;0;;27.409;0;43.569;0;29.107;0;133.1;10:11.210;17:40:11.210;0:27.409;0:43.569;0:29.107;178.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.409;43.569;29.107;17.319;17.319;10.090;27.409;30.441;57.850;13.128;1:10.978;11.219;1:22.197;17.888;1:40.085;
51;1;7;1:39.981;0;;27.319;0;43.557;0;29.105;0;133.3;11:51.191;17:41:51.191;0:27.319;0:43.557;0:29.105;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.319;43.557;29.105;17.191;17.191;10.128;27.319;30.480;57.799;13.077;1:10.876;11.100;1:21.976;18.005;1:39.981;
51;1;8;1:39.941;0;;27.296;0;43.615;0;29.030;2;133.3;13:31.132;17:43:31.132;0:27.296;0:43.615;0:29.030;181.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.296;43.615;29.030;17.225;17.225;10.071;27.296;30.564;57.860;13.051;1:10.911;11.155;1:22.066;17.875;1:39.941;
51;1;9;1:39.841;0;;27.279;0;43.461;0;29.101;0;133.5;15:10.973;17:45:10.973;0:27.279;0:43.461;0:29.101;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.279;43.461;29.101;17.232;17.232;10.047;27.279;30.414;57.693;13.047;1:10.740;11.159;1:21.899;17.942;1:39.841;
51;1;10;1:39.934;0;;27.434;0;43.419;0;29.081;0;133.3;16:50.907;17:46:50.907;0:27.434;0:43.419;0:29.081;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.434;43.419;29.081;17.244;17.244;10.190;27.434;30.362;57.796;13.057;1:10.853;11.080;1:21.933;18.001;1:39.934;
51;1;11;1:39.989;0;;27.201;0;43.438;0;29.350;0;133.3;18:30.896;17:48:30.896;0:27.201;0:43.438;0:29.350;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.201;43.438;29.350;17.173;17.173;10.028;27.201;30.377;57.578;13.061;1:10.639;11.445;1:22.084;17.905;1:39.989;
51;1;12;1:39.985;0;;27.335;0;43.469;0;29.181;0;133.3;20:10.881;17:50:10.881;0:27.335;0:43.469;0:29.181;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.335;43.469;29.181;17.209;17.209;10.126;27.335;30.388;57.723;13.081;1:10.804;11.100;1:21.904;18.081;1:39.985;
51;1;13;1:39.770;0;;27.196;0;43.426;0;29.148;0;133.6;21:50.651;17:51:50.651;0:27.196;0:43.426;0:29.148;182.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.196;43.426;29.148;17.154;17.154;10.042;27.196;30.427;57.623;12.999;1:10.622;11.125;1:21.747;18.023;1:39.770;
51;1;14;1:39.803;0;;27.105;0;43.403;0;29.295;0;133.5;23:30.454;17:53:30.454;0:27.105;0:43.403;0:29.295;181.2;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.105;43.403;29.295;17.063;17.063;10.042;27.105;30.388;57.493;13.015;1:10.508;11.181;1:21.689;18.114;1:39.803;
51;1;15;1:39.591;2;;27.131;0;43.297;0;29.163;0;133.8;25:10.045;17:55:10.045;0:27.131;0:43.297;0:29.163;182.1;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.131;43.297;29.163;17.163;17.163;9.968;27.131;30.300;57.431;12.997;1:10.428;11.206;1:21.634;17.957;1:39.591;
51;1;16;1:39.752;0;;27.142;0;43.204;2;29.406;0;133.6;26:49.797;17:56:49.797;0:27.142;0:43.204;0:29.406;180.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.142;43.204;29.406;17.167;17.167;9.975;27.142;30.251;57.393;12.953;1:10.346;11.433;1:21.779;17.973;1:39.752;
51;1;17;1:43.158;0;;27.199;0;46.652;0;29.307;0;129.2;28:32.955;17:58:32.955;0:27.199;0:46.652;0:29.307;175.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;27.199;46.652;29.307;17.166;17.166;10.033;27.199;32.334;59.533;14.318;1:13.851;11.389;1:25.240;17.918;1:43.158;
51;1;18;2:02.213;0;B;27.049;2;44.035;0;51.129;0;109.0;30:35.168;18:00:35.168;0:27.049;0:44.035;0:51.129;177.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;FF;27.049;44.035;51.129;17.089;17.089;9.960;27.049;30.848;57.897;13.187;1:11.084;11.577;1:22.661;39.552;2:02.213;
55;1;1;2:34.131;0;;1:19.808;0;44.805;0;29.518;0;86.5;2:34.131;17:32:34.131;1:19.808;0:44.805;0:29.518;170.1;Spike Kohlbecker;0:00:52.758;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;79.808;44.805;29.518;1:09.436;1:09.436;10.372;1:19.808;31.644;1:51.452;13.161;2:04.613;11.366;2:15.979;18.152;2:34.131;
55;1;2;1:38.137;2;;26.754;2;42.842;0;28.541;2;135.8;4:12.268;17:34:12.268;0:26.754;0:42.842;0:28.541;183.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.754;42.842;28.541;16.821;16.821;9.933;26.754;29.987;56.741;12.855;1:09.596;10.849;1:20.445;17.692;1:38.137;
55;1;3;1:38.435;0;;26.971;0;42.745;0;28.719;0;135.4;5:50.703;17:35:50.703;0:26.971;0:42.745;0:28.719;184.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.971;42.745;28.719;17.036;17.036;9.935;26.971;29.876;56.847;12.869;1:09.716;10.977;1:20.693;17.742;1:38.435;
55;1;4;1:38.848;0;;26.995;0;42.599;2;29.254;0;134.8;7:29.551;17:37:29.551;0:26.995;0:42.599;0:29.254;184.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.995;42.599;29.254;17.075;17.075;9.920;26.995;29.830;56.825;12.769;1:09.594;10.915;1:20.509;18.339;1:38.848;
55;1;5;1:38.825;0;;27.057;0;42.758;0;29.010;0;134.8;9:08.376;17:39:08.376;0:27.057;0:42.758;0:29.010;183.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;27.057;42.758;29.010;17.142;17.142;9.915;27.057;29.879;56.936;12.879;1:09.815;11.107;1:20.922;17.903;1:38.825;
55;1;6;1:41.664;0;;27.649;0;44.545;0;29.470;0;131.1;10:50.040;17:40:50.040;0:27.649;0:44.545;0:29.470;178.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;27.649;44.545;29.470;17.433;17.433;10.216;27.649;30.957;58.606;13.588;1:12.194;11.506;1:23.700;17.964;1:41.664;
55;1;7;1:40.206;0;;26.953;0;43.408;0;29.845;0;133.0;12:30.246;17:42:30.246;0:26.953;0:43.408;0:29.845;177.0;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.953;43.408;29.845;17.011;17.011;9.942;26.953;29.945;56.898;13.463;1:10.361;11.743;1:22.104;18.102;1:40.206;
55;1;8;1:40.271;0;;27.237;0;43.762;0;29.272;0;132.9;14:10.517;17:44:10.517;0:27.237;0:43.762;0:29.272;179.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;27.237;43.762;29.272;17.164;17.164;10.073;27.237;30.745;57.982;13.017;1:10.999;11.342;1:22.341;17.930;1:40.271;
55;1;9;5:43.613;0;B;26.918;0;42.908;0;4:33.787;0;38.8;19:54.130;17:49:54.130;0:26.918;0:42.908;4:33.787;182.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.918;42.908;273.787;16.966;16.966;9.952;26.918;30.006;56.924;12.902;1:09.826;11.113;1:20.939;4:22.674;5:43.613;
55;1;10;1:51.789;0;;38.294;0;44.001;0;29.494;0;119.2;21:45.919;17:51:45.919;0:38.294;0:44.001;0:29.494;179.1;Spike Kohlbecker;0:04:20.530;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;38.294;44.001;29.494;27.729;27.729;10.565;38.294;30.989;1:09.283;13.012;1:22.295;11.309;1:33.604;18.185;1:51.789;
55;1;11;1:38.587;0;;26.908;0;42.833;0;28.846;0;135.2;23:24.506;17:53:24.506;0:26.908;0:42.833;0:28.846;182.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.908;42.833;28.846;17.003;17.003;9.905;26.908;29.919;56.827;12.914;1:09.741;10.995;1:20.736;17.851;1:38.587;
55;1;12;1:41.674;0;;28.854;0;43.673;0;29.147;0;131.1;25:06.180;17:55:06.180;0:28.854;0:43.673;0:29.147;183.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;28.854;43.673;29.147;18.719;18.719;10.135;28.854;30.818;59.672;12.855;1:12.527;11.066;1:23.593;18.081;1:41.674;
55;1;13;1:38.492;0;;26.955;0;42.775;0;28.762;0;135.3;26:44.672;17:56:44.672;0:26.955;0:42.775;0:28.762;183.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.955;42.775;28.762;17.053;17.053;9.902;26.955;29.949;56.904;12.826;1:09.730;10.907;1:20.637;17.855;1:38.492;
55;1;14;1:38.590;0;;27.010;0;42.691;0;28.889;0;135.2;28:23.262;17:58:23.262;0:27.010;0:42.691;0:28.889;183.1;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;27.010;42.691;28.889;17.057;17.057;9.953;27.010;29.864;56.874;12.827;1:09.701;11.005;1:20.706;17.884;1:38.590;
55;1;15;1:39.487;0;;26.849;0;43.295;0;29.343;0;133.9;30:02.749;18:00:02.749;0:26.849;0:43.295;0:29.343;178.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;26.849;43.295;29.343;16.944;16.944;9.905;26.849;30.032;56.881;13.263;1:10.144;11.345;1:21.489;17.998;1:39.487;
58;1;1;2:02.290;0;;47.334;0;44.612;0;30.344;0;109.0;2:02.290;17:32:02.290;0:47.334;0:44.612;0:30.344;175.0;Liam Harrison;0:00:19.671;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;47.334;44.612;30.344;36.914;36.914;10.420;47.334;31.270;1:18.604;13.342;1:31.946;11.723;1:43.669;18.621;2:02.290;
58;1;2;1:41.438;0;;27.685;0;44.055;0;29.698;0;131.4;3:43.728;17:33:43.728;0:27.685;0:44.055;0:29.698;178.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.685;44.055;29.698;17.573;17.573;10.112;27.685;30.937;58.622;13.118;1:11.740;11.199;1:22.939;18.499;1:41.438;
58;1;3;1:44.178;0;;29.243;0;45.302;0;29.633;0;127.9;5:27.906;17:35:27.906;0:29.243;0:45.302;0:29.633;172.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;29.243;45.302;29.633;19.108;19.108;10.135;29.243;31.867;1:01.110;13.435;1:14.545;11.294;1:25.839;18.339;1:44.178;
58;1;4;1:41.233;0;;27.525;0;44.065;0;29.643;0;131.6;7:09.139;17:37:09.139;0:27.525;0:44.065;0:29.643;177.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.525;44.065;29.643;17.569;17.569;9.956;27.525;30.896;58.421;13.169;1:11.590;11.327;1:22.917;18.316;1:41.233;
58;1;5;1:42.070;0;;27.742;0;44.210;0;30.118;0;130.6;8:51.209;17:38:51.209;0:27.742;0:44.210;0:30.118;175.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.742;44.210;30.118;17.725;17.725;10.017;27.742;30.696;58.438;13.514;1:11.952;11.729;1:23.681;18.389;1:42.070;
58;1;6;1:41.973;0;;27.968;0;44.504;0;29.501;0;130.7;10:33.182;17:40:33.182;0:27.968;0:44.504;0:29.501;179.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.968;44.504;29.501;17.887;17.887;10.081;27.968;31.447;59.415;13.057;1:12.472;11.220;1:23.692;18.281;1:41.973;
58;1;7;1:41.048;0;;27.645;0;43.859;0;29.544;0;131.9;12:14.230;17:42:14.230;0:27.645;0:43.859;0:29.544;178.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.645;43.859;29.544;17.543;17.543;10.102;27.645;30.791;58.436;13.068;1:11.504;11.160;1:22.664;18.384;1:41.048;
58;1;8;1:40.808;0;;27.591;0;43.830;0;29.387;2;132.2;13:55.038;17:43:55.038;0:27.591;0:43.830;0:29.387;178.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.591;43.830;29.387;17.499;17.499;10.092;27.591;30.746;58.337;13.084;1:11.421;11.201;1:22.622;18.186;1:40.808;
58;1;9;1:41.029;0;;27.566;0;43.902;0;29.561;0;131.9;15:36.067;17:45:36.067;0:27.566;0:43.902;0:29.561;178.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.566;43.902;29.561;17.539;17.539;10.027;27.566;30.776;58.342;13.126;1:11.468;11.267;1:22.735;18.294;1:41.029;
58;1;10;1:42.518;0;;27.592;0;45.083;0;29.843;0;130.0;17:18.585;17:47:18.585;0:27.592;0:45.083;0:29.843;174.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.592;45.083;29.843;17.573;17.573;10.019;27.592;30.498;58.090;14.585;1:12.675;11.279;1:23.954;18.564;1:42.518;
58;1;11;2:55.607;0;B;28.413;0;45.682;0;1:41.512;0;75.9;20:14.192;17:50:14.192;0:28.413;0:45.682;1:41.512;172.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;28.413;45.682;101.512;17.899;17.899;10.514;28.413;31.387;59.800;14.295;1:14.095;12.806;1:26.901;1:28.706;2:55.607;
58;1;12;1:52.217;0;;38.495;0;44.006;0;29.716;0;118.7;22:06.409;17:52:06.409;0:38.495;0:44.006;0:29.716;179.1;Liam Harrison;0:01:26.262;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;38.495;44.006;29.716;28.362;28.362;10.133;38.495;30.919;1:09.414;13.087;1:22.501;11.276;1:33.777;18.440;1:52.217;
58;1;13;1:45.459;0;;32.016;0;43.932;0;29.511;0;126.4;23:51.868;17:53:51.868;0:32.016;0:43.932;0:29.511;179.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;32.016;43.932;29.511;21.397;21.397;10.619;32.016;30.888;1:02.904;13.044;1:15.948;11.334;1:27.282;18.177;1:45.459;
58;1;14;1:41.227;0;;27.698;0;44.027;0;29.502;0;131.6;25:33.095;17:55:33.095;0:27.698;0:44.027;0:29.502;178.2;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.698;44.027;29.502;17.622;17.622;10.076;27.698;30.956;58.654;13.071;1:11.725;11.197;1:22.922;18.305;1:41.227;
58;1;15;1:40.703;2;;27.520;2;43.784;0;29.399;0;132.3;27:13.798;17:57:13.798;0:27.520;0:43.784;0:29.399;179.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.520;43.784;29.399;17.619;17.619;9.901;27.520;30.754;58.274;13.030;1:11.304;11.148;1:22.452;18.251;1:40.703;
58;1;16;1:41.999;0;;28.597;0;43.752;2;29.650;0;130.6;28:55.797;17:58:55.797;0:28.597;0:43.752;0:29.650;179.1;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;28.597;43.752;29.650;18.520;18.520;10.077;28.597;30.651;59.248;13.101;1:12.349;11.116;1:23.465;18.534;1:41.999;
58;1;17;2:03.177;0;B;28.341;0;44.898;0;49.938;0;108.2;30:58.974;18:00:58.974;0:28.341;0:44.898;0:49.938;169.0;Liam Harrison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;28.341;44.898;49.938;18.344;18.344;9.997;28.341;30.982;59.323;13.916;1:13.239;11.782;1:25.021;38.156;2:03.177;
7;1;1;2:44.585;0;;1:31.343;0;44.280;0;28.962;0;81.0;2:44.585;17:32:44.585;1:31.343;0:44.280;0:28.962;179.1;Jaxon Bell;0:01:04.256;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;91.343;44.280;28.962;1:21.197;1:21.197;10.146;1:31.343;31.230;2:02.573;13.050;2:15.623;10.973;2:26.596;17.989;2:44.585;
7;1;2;1:39.044;0;;27.044;0;43.144;0;28.856;2;134.5;4:23.629;17:34:23.629;0:27.044;0:43.144;0:28.856;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.044;43.144;28.856;17.094;17.094;9.950;27.044;30.173;57.217;12.971;1:10.188;10.971;1:21.159;17.885;1:39.044;
7;1;3;1:39.175;0;;27.154;0;43.074;0;28.947;0;134.4;6:02.804;17:36:02.804;0:27.154;0:43.074;0:28.947;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.154;43.074;28.947;17.130;17.130;10.024;27.154;30.085;57.239;12.989;1:10.228;10.943;1:21.171;18.004;1:39.175;
7;1;4;1:39.412;0;;26.978;2;43.235;0;29.199;0;134.0;7:42.216;17:37:42.216;0:26.978;0:43.235;0:29.199;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.978;43.235;29.199;16.955;16.955;10.023;26.978;30.239;57.217;12.996;1:10.213;11.229;1:21.442;17.970;1:39.412;
7;1;5;1:39.613;0;;27.129;0;43.350;0;29.134;0;133.8;9:21.829;17:39:21.829;0:27.129;0:43.350;0:29.134;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.129;43.350;29.134;17.086;17.086;10.043;27.129;30.300;57.429;13.050;1:10.479;11.095;1:21.574;18.039;1:39.613;
7;1;6;1:40.434;0;;27.990;0;43.474;0;28.970;0;132.7;11:02.263;17:41:02.263;0:27.990;0:43.474;0:28.970;182.1;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.990;43.474;28.970;17.909;17.909;10.081;27.990;30.510;58.500;12.964;1:11.464;10.949;1:22.413;18.021;1:40.434;
7;1;7;2:03.457;0;B;27.317;0;43.822;0;52.318;0;107.9;13:05.720;17:43:05.720;0:27.317;0:43.822;0:52.318;176.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.317;43.822;52.318;17.252;17.252;10.065;27.317;30.387;57.704;13.435;1:11.139;11.833;1:22.972;40.485;2:03.457;
7;1;8;2:50.832;0;;1:38.746;0;43.178;0;28.908;0;78.0;15:56.552;17:45:56.552;1:38.746;0:43.178;0:28.908;181.2;Jaxon Bell;0:01:39.040;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;98.746;43.178;28.908;1:28.681;1:28.681;10.065;1:38.746;30.188;2:08.934;12.990;2:21.924;10.880;2:32.804;18.028;2:50.832;
7;1;9;1:39.369;0;;27.015;0;43.054;0;29.300;0;134.1;17:35.921;17:47:35.921;0:27.015;0:43.054;0:29.300;181.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.015;43.054;29.300;17.001;17.001;10.014;27.015;30.093;57.108;12.961;1:10.069;11.277;1:21.346;18.023;1:39.369;
7;1;10;1:39.827;0;;27.114;0;43.592;0;29.121;0;133.5;19:15.748;17:49:15.748;0:27.114;0:43.592;0:29.121;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.114;43.592;29.121;17.123;17.123;9.991;27.114;30.618;57.732;12.974;1:10.706;11.058;1:21.764;18.063;1:39.827;
7;1;11;1:40.793;0;;27.189;0;43.900;0;29.704;0;132.2;20:56.541;17:50:56.541;0:27.189;0:43.900;0:29.704;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.189;43.900;29.704;17.104;17.104;10.085;27.189;30.859;58.048;13.041;1:11.089;11.331;1:22.420;18.373;1:40.793;
7;1;12;1:39.288;0;;27.103;0;43.255;0;28.930;0;134.2;22:35.829;17:52:35.829;0:27.103;0:43.255;0:28.930;180.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.103;43.255;28.930;17.132;17.132;9.971;27.103;30.287;57.390;12.968;1:10.358;11.016;1:21.374;17.914;1:39.288;
7;1;13;1:38.929;2;;27.049;0;42.994;2;28.886;0;134.7;24:14.758;17:54:14.758;0:27.049;0:42.994;0:28.886;181.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.049;42.994;28.886;17.055;17.055;9.994;27.049;30.070;57.119;12.924;1:10.043;10.956;1:20.999;17.930;1:38.929;
7;1;14;2:00.812;0;B;27.204;0;44.295;0;49.313;0;110.3;26:15.570;17:56:15.570;0:27.204;0:44.295;0:49.313;179.1;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.204;44.295;49.313;17.125;17.125;10.079;27.204;31.207;58.411;13.088;1:11.499;11.558;1:23.057;37.755;2:00.812;
72;1;1;2:05.815;0;;51.811;0;43.811;0;30.193;0;105.9;2:05.815;17:32:05.815;0:51.811;0:43.811;0:30.193;183.1;Ethan Goulart;0:00:25.411;Am;;TechSport;Toyota Gazoo Racing;GF;51.811;43.811;30.193;41.716;41.716;10.095;51.811;30.941;1:22.752;12.870;1:35.622;11.306;1:46.928;18.887;2:05.815;
