NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
31;1;2;1:40.792;0;;27.180;0;43.417;0;30.195;0;132.2;4:29.518;17:34:29.518;0:27.180;0:43.417;0:30.195;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.180;43.417;30.195;17.131;17.131;10.049;27.180;30.457;57.637;12.960;1:10.597;12.119;1:22.716;18.076;1:40.792;
31;1;3;1:40.046;0;;27.521;0;43.203;0;29.322;0;133.2;6:09.564;17:36:09.564;0:27.521;0:43.203;0:29.322;180.0;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.521;43.203;29.322;17.525;17.525;9.996;27.521;30.170;57.691;13.033;1:10.724;11.287;1:22.011;18.035;1:40.046;
31;1;4;1:39.747;0;;27.196;0;43.346;0;29.205;0;133.6;7:49.311;17:37:49.311;0:27.196;0:43.346;0:29.205;181.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.196;43.346;29.205;17.179;17.179;10.017;27.196;30.354;57.550;12.992;1:10.542;11.104;1:21.646;18.101;1:39.747;
31;1;5;1:39.370;0;;27.109;0;43.155;0;29.106;0;134.1;9:28.681;17:39:28.681;0:27.109;0:43.155;0:29.106;181.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.109;43.155;29.106;17.142;17.142;9.967;27.109;30.168;57.277;12.987;1:10.264;11.111;1:21.375;17.995;1:39.370;
31;1;6;1:39.304;0;;27.131;0;43.078;0;29.095;0;134.2;11:07.985;17:41:07.985;0:27.131;0:43.078;0:29.095;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.131;43.078;29.095;17.211;17.211;9.920;27.131;30.151;57.282;12.927;1:10.209;10.978;1:21.187;18.117;1:39.304;
31;1;7;1:39.351;0;;27.084;0;42.984;2;29.283;0;134.1;12:47.336;17:42:47.336;0:27.084;0:42.984;0:29.283;183.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.084;42.984;29.283;17.161;17.161;9.923;27.084;30.106;57.190;12.878;1:10.068;11.131;1:21.199;18.152;1:39.351;
31;1;8;1:39.248;2;;27.078;0;43.017;0;29.153;0;134.3;14:26.584;17:44:26.584;0:27.078;0:43.017;0:29.153;183.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.078;43.017;29.153;17.134;17.134;9.944;27.078;30.168;57.246;12.849;1:10.095;11.172;1:21.267;17.981;1:39.248;
31;1;9;1:39.816;0;;27.313;0;43.257;0;29.246;0;133.5;16:06.400;17:46:06.400;0:27.313;0:43.257;0:29.246;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.313;43.257;29.246;17.265;17.265;10.048;27.313;30.349;57.662;12.908;1:10.570;11.210;1:21.780;18.036;1:39.816;
31;1;10;1:40.976;0;;27.079;0;43.870;0;30.027;0;132.0;17:47.376;17:47:47.376;0:27.079;0:43.870;0:30.027;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.079;43.870;30.027;17.042;17.042;10.037;27.079;30.940;58.019;12.930;1:10.949;11.894;1:22.843;18.133;1:40.976;
31;1;11;1:40.762;0;;27.106;0;43.102;0;30.554;0;132.2;19:28.138;17:49:28.138;0:27.106;0:43.102;0:30.554;183.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.106;43.102;30.554;17.174;17.174;9.932;27.106;30.207;57.313;12.895;1:10.208;12.302;1:22.510;18.252;1:40.762;
31;1;12;3:09.627;0;B;27.211;0;43.733;0;1:58.683;0;70.3;22:37.765;17:52:37.765;0:27.211;0:43.733;1:58.683;180.0;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.211;43.733;118.683;17.276;17.276;9.935;27.211;30.615;57.826;13.118;1:10.944;11.615;1:22.559;1:47.068;3:09.627;
31;1;13;1:48.792;0;;36.160;0;43.398;0;29.234;0;122.5;24:26.557;17:54:26.557;0:36.160;0:43.398;0:29.234;182.1;Jackson Tovo;0:01:45.489;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;36.160;43.398;29.234;26.188;26.188;9.972;36.160;30.471;1:06.631;12.927;1:19.558;11.317;1:30.875;17.917;1:48.792;
31;1;14;1:39.703;0;;27.115;0;43.098;0;29.490;0;133.7;26:06.260;17:56:06.260;0:27.115;0:43.098;0:29.490;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.115;43.098;29.490;17.167;17.167;9.948;27.115;30.190;57.305;12.908;1:10.213;11.033;1:21.246;18.457;1:39.703;
31;1;15;1:39.287;0;;27.164;0;43.129;0;28.994;2;134.2;27:45.547;17:57:45.547;0:27.164;0:43.129;0:28.994;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.164;43.129;28.994;17.169;17.169;9.995;27.164;30.183;57.347;12.946;1:10.293;11.008;1:21.301;17.986;1:39.287;
31;1;16;1:39.522;0;;27.014;2;43.235;0;29.273;0;133.9;29:25.069;17:59:25.069;0:27.014;0:43.235;0:29.273;182.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.014;43.235;29.273;17.086;17.086;9.928;27.014;30.312;57.326;12.923;1:10.249;11.362;1:21.611;17.911;1:39.522;
31;1;17;1:39.401;0;;27.025;0;43.114;0;29.262;0;134.1;31:04.470;18:01:04.470;0:27.025;0:43.114;0:29.262;183.1;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;27.025;43.114;29.262;17.106;17.106;9.919;27.025;30.215;57.240;12.899;1:10.139;11.160;1:21.299;18.102;1:39.401;
41;1;1;1:55.004;0;;41.939;0;43.575;0;29.490;0;115.9;1:55.004;17:31:55.004;0:41.939;0:43.575;0:29.490;181.2;Jenson Sofronas;0:00:15.213;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;41.939;43.575;29.490;31.822;31.822;10.117;41.939;30.659;1:12.598;12.916;1:25.514;11.264;1:36.778;18.226;1:55.004;
41;1;2;1:39.928;0;;27.127;0;43.439;0;29.362;0;133.3;3:34.932;17:33:34.932;0:27.127;0:43.439;0:29.362;183.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.127;43.439;29.362;17.267;17.267;9.860;27.127;30.644;57.771;12.795;1:10.566;11.346;1:21.912;18.016;1:39.928;
41;1;3;1:41.757;0;;28.701;0;43.603;0;29.453;0;131.0;5:16.689;17:35:16.689;0:28.701;0:43.603;0:29.453;183.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;28.701;43.603;29.453;17.756;17.756;10.945;28.701;30.771;59.472;12.832;1:12.304;11.006;1:23.310;18.447;1:41.757;
41;1;4;1:39.682;0;;27.081;0;43.466;0;29.135;0;133.7;6:56.371;17:36:56.371;0:27.081;0:43.466;0:29.135;182.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.081;43.466;29.135;17.153;17.153;9.928;27.081;30.582;57.663;12.884;1:10.547;11.046;1:21.593;18.089;1:39.682;
41;1;5;1:39.631;0;;27.097;0;43.341;0;29.193;0;133.7;8:36.002;17:38:36.002;0:27.097;0:43.341;0:29.193;183.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.097;43.341;29.193;17.226;17.226;9.871;27.097;30.515;57.612;12.826;1:10.438;11.073;1:21.511;18.120;1:39.631;
41;1;6;1:39.357;0;;26.953;0;43.058;2;29.346;0;134.1;10:15.359;17:40:15.359;0:26.953;0:43.058;0:29.346;184.3;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.953;43.058;29.346;17.126;17.126;9.827;26.953;30.332;57.285;12.726;1:10.011;10.992;1:21.003;18.354;1:39.357;
41;1;7;1:40.013;0;;27.072;0;43.532;0;29.409;0;133.2;11:55.372;17:41:55.372;0:27.072;0:43.532;0:29.409;181.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.072;43.532;29.409;17.189;17.189;9.883;27.072;30.582;57.654;12.950;1:10.604;11.275;1:21.879;18.134;1:40.013;
41;1;8;1:39.883;0;;27.131;0;43.192;0;29.560;0;133.4;13:35.255;17:43:35.255;0:27.131;0:43.192;0:29.560;181.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.131;43.192;29.560;17.229;17.229;9.902;27.131;30.368;57.499;12.824;1:10.323;11.322;1:21.645;18.238;1:39.883;
41;1;9;1:39.349;0;;27.080;0;43.240;0;29.029;0;134.1;15:14.604;17:45:14.604;0:27.080;0:43.240;0:29.029;182.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.080;43.240;29.029;17.220;17.220;9.860;27.080;30.407;57.487;12.833;1:10.320;10.976;1:21.296;18.053;1:39.349;
41;1;10;1:39.497;0;;27.043;0;43.210;0;29.244;0;133.9;16:54.101;17:46:54.101;0:27.043;0:43.210;0:29.244;180.0;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.043;43.210;29.244;17.149;17.149;9.894;27.043;30.340;57.383;12.870;1:10.253;11.150;1:21.403;18.094;1:39.497;
41;1;11;1:39.876;0;;27.207;0;43.453;0;29.216;0;133.4;18:33.977;17:48:33.977;0:27.207;0:43.453;0:29.216;181.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.207;43.453;29.216;17.278;17.278;9.929;27.207;30.568;57.775;12.885;1:10.660;11.205;1:21.865;18.011;1:39.876;
41;1;12;1:39.378;0;;27.061;0;43.224;0;29.093;0;134.1;20:13.355;17:50:13.355;0:27.061;0:43.224;0:29.093;182.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.061;43.224;29.093;17.219;17.219;9.842;27.061;30.389;57.450;12.835;1:10.285;11.002;1:21.287;18.091;1:39.378;
41;1;13;1:39.169;2;;26.931;2;43.112;0;29.126;0;134.4;21:52.524;17:51:52.524;0:26.931;0:43.112;0:29.126;183.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.931;43.112;29.126;17.112;17.112;9.819;26.931;30.308;57.239;12.804;1:10.043;11.127;1:21.170;17.999;1:39.169;
41;1;14;1:39.282;0;;27.204;0;43.123;0;28.955;2;134.2;23:31.806;17:53:31.806;0:27.204;0:43.123;0:28.955;182.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.204;43.123;28.955;17.266;17.266;9.938;27.204;30.318;57.522;12.805;1:10.327;10.923;1:21.250;18.032;1:39.282;
41;1;15;1:39.796;0;;27.043;0;43.210;0;29.543;0;133.5;25:11.602;17:55:11.602;0:27.043;0:43.210;0:29.543;184.3;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.043;43.210;29.543;17.192;17.192;9.851;27.043;30.449;57.492;12.761;1:10.253;11.149;1:21.402;18.394;1:39.796;
41;1;16;1:39.237;0;;27.051;0;43.115;0;29.071;0;134.3;26:50.839;17:56:50.839;0:27.051;0:43.115;0:29.071;183.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.051;43.115;29.071;17.249;17.249;9.802;27.051;30.317;57.368;12.798;1:10.166;10.972;1:21.138;18.099;1:39.237;
41;1;17;1:39.450;0;;26.967;0;43.217;0;29.266;0;134.0;28:30.289;17:58:30.289;0:26.967;0:43.217;0:29.266;181.2;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.967;43.217;29.266;17.088;17.088;9.879;26.967;30.342;57.309;12.875;1:10.184;11.243;1:21.427;18.023;1:39.450;
41;1;18;1:39.485;0;;27.151;0;43.256;0;29.078;0;133.9;30:09.774;18:00:09.774;0:27.151;0:43.256;0:29.078;182.1;Jenson Sofronas;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;27.151;43.256;29.078;17.272;17.272;9.879;27.151;30.433;57.584;12.823;1:10.407;10.995;1:21.402;18.083;1:39.485;
46;1;1;2:06.200;0;;52.679;0;43.620;0;29.901;0;105.6;2:06.200;17:32:06.200;0:52.679;0:43.620;0:29.901;181.2;Lucas Weisenberg;0:00:26.130;Am;;Lucas Racing;Toyota Gazoo Racing;GF;52.679;43.620;29.901;42.540;42.540;10.139;52.679;30.638;1:23.317;12.982;1:36.299;11.082;1:47.381;18.819;2:06.200;
46;1;2;1:39.209;0;;27.034;0;43.068;0;29.107;0;134.3;3:45.409;17:33:45.409;0:27.034;0:43.068;0:29.107;183.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.034;43.068;29.107;16.996;16.996;10.038;27.034;30.183;57.217;12.885;1:10.102;10.991;1:21.093;18.116;1:39.209;
46;1;3;1:41.458;0;;27.585;0;44.855;0;29.018;0;131.3;5:26.867;17:35:26.867;0:27.585;0:44.855;0:29.018;177.0;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.585;44.855;29.018;17.539;17.539;10.046;27.585;31.094;58.679;13.761;1:12.440;11.042;1:23.482;17.976;1:41.458;
46;1;4;1:38.944;0;;27.006;0;43.022;0;28.916;0;134.7;7:05.811;17:37:05.811;0:27.006;0:43.022;0:28.916;182.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.006;43.022;28.916;16.947;16.947;10.059;27.006;30.114;57.120;12.908;1:10.028;10.936;1:20.964;17.980;1:38.944;
46;1;5;1:39.636;0;;26.984;0;43.167;0;29.485;0;133.7;8:45.447;17:38:45.447;0:26.984;0:43.167;0:29.485;183.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.984;43.167;29.485;16.992;16.992;9.992;26.984;30.315;57.299;12.852;1:10.151;11.336;1:21.487;18.149;1:39.636;
46;1;6;1:39.128;0;;27.099;0;43.061;0;28.968;0;134.4;10:24.575;17:40:24.575;0:27.099;0:43.061;0:28.968;182.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.099;43.061;28.968;17.114;17.114;9.985;27.099;30.111;57.210;12.950;1:10.160;11.016;1:21.176;17.952;1:39.128;
46;1;7;1:39.131;0;;27.059;0;43.028;0;29.044;0;134.4;12:03.706;17:42:03.706;0:27.059;0:43.028;0:29.044;181.2;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.059;43.028;29.044;16.996;16.996;10.063;27.059;30.043;57.102;12.985;1:10.087;11.126;1:21.213;17.918;1:39.131;
46;1;8;1:38.914;0;;27.089;0;43.046;0;28.779;0;134.7;13:42.620;17:43:42.620;0:27.089;0:43.046;0:28.779;180.0;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.089;43.046;28.779;17.079;17.079;10.010;27.089;30.045;57.134;13.001;1:10.135;10.940;1:21.075;17.839;1:38.914;
46;1;9;1:39.302;0;;27.411;0;43.191;0;28.700;2;134.2;15:21.922;17:45:21.922;0:27.411;0:43.191;0:28.700;181.2;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.411;43.191;28.700;17.045;17.045;10.366;27.411;30.213;57.624;12.978;1:10.602;10.842;1:21.444;17.858;1:39.302;
46;1;10;1:38.821;0;;26.947;0;43.047;0;28.827;0;134.8;17:00.743;17:47:00.743;0:26.947;0:43.047;0:28.827;181.2;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.947;43.047;28.827;16.963;16.963;9.984;26.947;30.069;57.016;12.978;1:09.994;10.883;1:20.877;17.944;1:38.821;
46;1;11;1:39.009;0;;26.989;0;43.045;0;28.975;0;134.6;18:39.752;17:48:39.752;0:26.989;0:43.045;0:28.975;182.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.989;43.045;28.975;16.962;16.962;10.027;26.989;30.109;57.098;12.936;1:10.034;11.118;1:21.152;17.857;1:39.009;
46;1;12;1:38.906;0;;27.018;0;42.854;0;29.034;0;134.7;20:18.658;17:50:18.658;0:27.018;0:42.854;0:29.034;182.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.018;42.854;29.034;17.039;17.039;9.979;27.018;29.971;56.989;12.883;1:09.872;11.031;1:20.903;18.003;1:38.906;
46;1;13;1:38.939;0;;26.954;0;43.208;0;28.777;0;134.7;21:57.597;17:51:57.597;0:26.954;0:43.208;0:28.777;181.2;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.954;43.208;28.777;17.028;17.028;9.926;26.954;30.236;57.190;12.972;1:10.162;10.901;1:21.063;17.876;1:38.939;
46;1;14;1:38.633;2;;26.931;2;42.798;2;28.904;0;135.1;23:36.230;17:53:36.230;0:26.931;0:42.798;0:28.904;182.1;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;26.931;42.798;28.904;16.960;16.960;9.971;26.931;29.878;56.809;12.920;1:09.729;10.963;1:20.692;17.941;1:38.633;
46;1;15;3:36.521;0;B;27.409;0;44.191;0;2:24.921;0;61.5;27:12.751;17:57:12.751;0:27.409;0:44.191;2:24.921;180.0;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;27.409;44.191;144.921;17.294;17.294;10.115;27.409;31.102;58.511;13.089;1:11.600;11.074;1:22.674;2:13.847;3:36.521;
47;1;1;2:04.480;0;;50.997;0;44.452;0;29.031;0;107.0;2:04.480;17:32:04.480;0:50.997;0:44.452;0:29.031;183.1;Parker DeLong;0:00:24.133;Am;;TechSport;Toyota Gazoo Racing;GF;50.997;44.452;29.031;40.713;40.713;10.284;50.997;31.536;1:22.533;12.916;1:35.449;11.056;1:46.505;17.975;2:04.480;
47;1;2;1:39.943;0;;27.418;0;43.089;0;29.436;0;133.3;3:44.423;17:33:44.423;0:27.418;0:43.089;0:29.436;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.418;43.089;29.436;17.247;17.247;10.171;27.418;30.243;57.661;12.846;1:10.507;11.357;1:21.864;18.079;1:39.943;
47;1;3;1:40.800;0;;27.735;0;43.901;0;29.164;0;132.2;5:25.223;17:35:25.223;0:27.735;0:43.901;0:29.164;183.1;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.735;43.901;29.164;17.643;17.643;10.092;27.735;31.026;58.761;12.875;1:11.636;11.283;1:22.919;17.881;1:40.800;
47;1;4;1:38.686;0;;26.940;0;42.882;0;28.864;0;135.0;7:03.909;17:37:03.909;0:26.940;0:42.882;0:28.864;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.940;42.882;28.864;16.858;16.858;10.082;26.940;30.048;56.988;12.834;1:09.822;11.072;1:20.894;17.792;1:38.686;
47;1;5;1:38.823;0;;27.006;0;42.964;0;28.853;0;134.8;8:42.732;17:38:42.732;0:27.006;0:42.964;0:28.853;183.1;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.006;42.964;28.853;16.912;16.912;10.094;27.006;30.034;57.040;12.930;1:09.970;11.004;1:20.974;17.849;1:38.823;
47;1;6;1:38.669;0;;26.933;0;42.814;0;28.922;0;135.1;10:21.401;17:40:21.401;0:26.933;0:42.814;0:28.922;184.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.933;42.814;28.922;16.867;16.867;10.066;26.933;29.964;56.897;12.850;1:09.747;10.994;1:20.741;17.928;1:38.669;
47;1;7;1:38.692;0;;26.945;0;42.869;0;28.878;0;135.0;12:00.093;17:42:00.093;0:26.945;0:42.869;0:28.878;184.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.945;42.869;28.878;16.923;16.923;10.022;26.945;29.995;56.940;12.874;1:09.814;10.930;1:20.744;17.948;1:38.692;
47;1;8;1:38.973;0;;26.912;0;42.912;0;29.149;0;134.6;13:39.066;17:43:39.066;0:26.912;0:42.912;0:29.149;184.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.912;42.912;29.149;16.886;16.886;10.026;26.912;30.069;56.981;12.843;1:09.824;11.057;1:20.881;18.092;1:38.973;
47;1;9;1:38.842;0;;27.032;0;42.987;0;28.823;0;134.8;15:17.908;17:45:17.908;0:27.032;0:42.987;0:28.823;184.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.032;42.987;28.823;17.022;17.022;10.010;27.032;30.130;57.162;12.857;1:10.019;10.870;1:20.889;17.953;1:38.842;
47;1;10;2:00.973;0;;27.842;0;58.677;0;34.454;0;110.2;17:18.881;17:47:18.881;0:27.842;0:58.677;0:34.454;177.0;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.842;58.677;34.454;17.475;17.475;10.367;27.842;37.790;1:05.632;20.887;1:26.519;14.018;1:40.537;20.436;2:00.973;
47;1;11;1:41.169;0;;29.425;0;42.976;0;28.768;0;131.7;19:00.050;17:49:00.050;0:29.425;0:42.976;0:28.768;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;29.425;42.976;28.768;19.456;19.456;9.969;29.425;30.144;59.569;12.832;1:12.401;10.982;1:23.383;17.786;1:41.169;
47;1;12;1:38.307;2;;26.787;2;42.604;2;28.916;0;135.5;20:38.357;17:50:38.357;0:26.787;0:42.604;0:28.916;186.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.787;42.604;28.916;16.880;16.880;9.907;26.787;29.854;56.641;12.750;1:09.391;11.000;1:20.391;17.916;1:38.307;
47;1;13;1:38.788;0;;26.872;0;43.156;0;28.760;0;134.9;22:17.145;17:52:17.145;0:26.872;0:43.156;0:28.760;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.872;43.156;28.760;16.929;16.929;9.943;26.872;30.256;57.128;12.900;1:10.028;10.960;1:20.988;17.800;1:38.788;
47;1;14;1:39.028;0;;27.095;0;42.900;0;29.033;0;134.6;23:56.173;17:53:56.173;0:27.095;0:42.900;0:29.033;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;27.095;42.900;29.033;17.075;17.075;10.020;27.095;30.184;57.279;12.716;1:09.995;11.160;1:21.155;17.873;1:39.028;
47;1;15;1:39.288;0;;26.902;0;43.118;0;29.268;0;134.2;25:35.461;17:55:35.461;0:26.902;0:43.118;0:29.268;184.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.902;43.118;29.268;16.936;16.936;9.966;26.902;30.263;57.165;12.855;1:10.020;11.376;1:21.396;17.892;1:39.288;
47;1;16;1:42.469;0;;26.829;0;46.951;0;28.689;2;130.0;27:17.930;17:57:17.930;0:26.829;0:46.951;0:28.689;182.1;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.829;46.951;28.689;16.922;16.922;9.907;26.829;33.292;1:00.121;13.659;1:13.780;10.887;1:24.667;17.802;1:42.469;
47;1;17;2:41.712;0;B;26.926;0;43.002;0;1:31.784;0;82.4;29:59.642;17:59:59.642;0:26.926;0:43.002;1:31.784;185.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;26.926;43.002;91.784;16.905;16.905;10.021;26.926;30.203;57.129;12.799;1:09.928;11.240;1:21.168;1:20.544;2:41.712;
5;1;1;2:03.394;0;;45.463;0;43.984;0;33.947;0;108.0;2:03.394;17:32:03.394;0:45.463;0:43.984;0:33.947;180.0;Beltre Curtis;0:00:18.682;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;45.463;43.984;33.947;35.267;35.267;10.196;45.463;30.932;1:16.395;13.052;1:29.447;15.338;1:44.785;18.609;2:03.394;
5;1;2;1:40.507;0;;27.326;0;43.565;0;29.616;0;132.6;3:43.901;17:33:43.901;0:27.326;0:43.565;0:29.616;182.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.326;43.565;29.616;17.294;17.294;10.032;27.326;30.681;58.007;12.884;1:10.891;11.626;1:22.517;17.990;1:40.507;
5;1;3;1:41.138;0;;28.032;0;43.814;0;29.292;0;131.8;5:25.039;17:35:25.039;0:28.032;0:43.814;0:29.292;178.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;28.032;43.814;29.292;17.914;17.914;10.118;28.032;30.559;58.591;13.255;1:11.846;11.421;1:23.267;17.871;1:41.138;
5;1;4;1:40.241;0;;27.519;0;43.427;0;29.295;0;132.9;7:05.280;17:37:05.280;0:27.519;0:43.427;0:29.295;180.0;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.519;43.427;29.295;17.322;17.322;10.197;27.519;30.398;57.917;13.029;1:10.946;11.265;1:22.211;18.030;1:40.241;
5;1;5;1:39.961;2;;27.262;0;43.220;2;29.479;0;133.3;8:45.241;17:38:45.241;0:27.262;0:43.220;0:29.479;182.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.262;43.220;29.479;17.285;17.285;9.977;27.262;30.361;57.623;12.859;1:10.482;11.379;1:21.861;18.100;1:39.961;
5;1;6;1:40.475;0;;27.009;2;44.134;0;29.332;0;132.6;10:25.716;17:40:25.716;0:27.009;0:44.134;0:29.332;183.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.009;44.134;29.332;17.145;17.145;9.864;27.009;31.247;58.256;12.887;1:11.143;11.159;1:22.302;18.173;1:40.475;
5;1;7;1:40.398;0;;27.393;0;43.527;0;29.478;0;132.7;12:06.114;17:42:06.114;0:27.393;0:43.527;0:29.478;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.393;43.527;29.478;17.425;17.425;9.968;27.393;30.543;57.936;12.984;1:10.920;11.538;1:22.458;17.940;1:40.398;
5;1;8;1:40.194;0;;27.644;0;43.301;0;29.249;0;133.0;13:46.308;17:43:46.308;0:27.644;0:43.301;0:29.249;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.644;43.301;29.249;17.601;17.601;10.043;27.644;30.339;57.983;12.962;1:10.945;11.249;1:22.194;18.000;1:40.194;
5;1;9;1:40.024;0;;27.036;0;43.304;0;29.684;0;133.2;15:26.332;17:45:26.332;0:27.036;0:43.304;0:29.684;181.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;27.036;43.304;29.684;17.110;17.110;9.926;27.036;30.350;57.386;12.954;1:10.340;11.476;1:21.816;18.208;1:40.024;
